"teams","pr_rnk","wins","loss","yr","conf"
"New Mexico",NA,"29","6","2013","mwc"
"Colorado State",NA,"26","9","2013","mwc"
"Nevada-Las Vegas",NA,"25","10","2013","mwc"
"San Diego State",NA,"23","11","2013","mwc"
"Boise State","18","21","11","2013","mwc"
"Air Force",NA,"18","14","2013","mwc"
"Fresno State",NA,"11","19","2013","mwc"
"Wyoming",NA,"20","14","2013","mwc"
"Nevada","20","12","19","2013","mwc"
"San Diego State",NA,"31","5","2014","mwc"
"New Mexico","23","27","7","2014","mwc"
"Nevada-Las Vegas",NA,"20","13","2014","mwc"
"Nevada",NA,"15","17","2014","mwc"
"Boise State",NA,"21","13","2014","mwc"
"Wyoming",NA,"18","15","2014","mwc"
"Fresno State",NA,"21","18","2014","mwc"
"Utah State",NA,"18","14","2014","mwc"
"Colorado State",NA,"16","16","2014","mwc"
"Air Force",NA,"12","18","2014","mwc"
"San Jose State",NA,"7","24","2014","mwc"
"San Diego State",NA,"27","9","2015","mwc"
"Boise State",NA,"25","9","2015","mwc"
"Colorado State",NA,"27","7","2015","mwc"
"Wyoming",NA,"25","10","2015","mwc"
"Utah State",NA,"18","13","2015","mwc"
"Fresno State",NA,"15","17","2015","mwc"
"Nevada-Las Vegas","16","18","15","2015","mwc"
"New Mexico",NA,"15","16","2015","mwc"
"Air Force",NA,"14","17","2015","mwc"
"Nevada",NA,"9","22","2015","mwc"
"San Jose State",NA,"2","28","2015","mwc"
"San Diego State",NA,"28","10","2016","mwc"
"Fresno State",NA,"25","10","2016","mwc"
"Boise State",NA,"20","12","2016","mwc"
"Nevada",NA,"24","14","2016","mwc"
"New Mexico",NA,"17","15","2016","mwc"
"Nevada-Las Vegas",NA,"18","15","2016","mwc"
"Colorado State",NA,"18","16","2016","mwc"
"Utah State",NA,"16","15","2016","mwc"
"Wyoming",NA,"14","18","2016","mwc"
"Air Force",NA,"14","18","2016","mwc"
"San Jose State",NA,"9","22","2016","mwc"
"Nevada",NA,"28","7","2017","mwc"
"Colorado State",NA,"24","12","2017","mwc"
"Boise State",NA,"20","12","2017","mwc"
"Fresno State",NA,"20","13","2017","mwc"
"New Mexico",NA,"17","14","2017","mwc"
"San Diego State",NA,"19","14","2017","mwc"
"Wyoming",NA,"23","15","2017","mwc"
"Utah State",NA,"15","17","2017","mwc"
"San Jose State",NA,"14","16","2017","mwc"
"Air Force",NA,"12","21","2017","mwc"
"Nevada-Las Vegas",NA,"11","21","2017","mwc"
"Nevada",NA,"21","5","2018","mwc"
"Boise State",NA,"20","5","2018","mwc"
"Nevada-Las Vegas",NA,"18","7","2018","mwc"
"Fresno State",NA,"17","8","2018","mwc"
"Wyoming",NA,"16","9","2018","mwc"
"Utah State",NA,"14","12","2018","mwc"
"New Mexico",NA,"12","14","2018","mwc"
"San Diego State",NA,"13","10","2018","mwc"
"Air Force",NA,"10","13","2018","mwc"
"Colorado State",NA,"11","16","2018","mwc"
"San Jose State",NA,"3","20","2018","mwc"
"Wagner",NA,"21","11","2003","northeast"
"Monmouth",NA,"15","13","2003","northeast"
"Central Connecticut State",NA,"15","13","2003","northeast"
"Quinnipiac",NA,"17","12","2003","northeast"
"Saint Francis (PA)",NA,"14","14","2003","northeast"
"St. Francis (NY)",NA,"14","16","2003","northeast"
"Fairleigh Dickinson",NA,"15","14","2003","northeast"
"Long Island University",NA,"9","19","2003","northeast"
"Robert Morris",NA,"10","17","2003","northeast"
"Mount St. Mary's",NA,"11","16","2003","northeast"
"Sacred Heart",NA,"8","21","2003","northeast"
"Maryland-Baltimore County",NA,"7","20","2003","northeast"
"Monmouth",NA,"21","12","2004","northeast"
"St. Francis (NY)",NA,"15","13","2004","northeast"
"Fairleigh Dickinson",NA,"17","12","2004","northeast"
"Robert Morris",NA,"14","15","2004","northeast"
"Saint Francis (PA)",NA,"13","15","2004","northeast"
"Wagner",NA,"13","16","2004","northeast"
"Central Connecticut State",NA,"14","14","2004","northeast"
"Mount St. Mary's",NA,"10","19","2004","northeast"
"Sacred Heart",NA,"12","15","2004","northeast"
"Quinnipiac",NA,"9","20","2004","northeast"
"Long Island University",NA,"8","19","2004","northeast"
"Monmouth",NA,"16","13","2005","northeast"
"Fairleigh Dickinson",NA,"20","13","2005","northeast"
"Robert Morris",NA,"14","15","2005","northeast"
"Long Island University",NA,"14","15","2005","northeast"
"Saint Francis (PA)",NA,"15","13","2005","northeast"
"Wagner",NA,"13","17","2005","northeast"
"St. Francis (NY)",NA,"13","15","2005","northeast"
"Central Connecticut State",NA,"12","16","2005","northeast"
"Quinnipiac",NA,"10","17","2005","northeast"
"Mount St. Mary's",NA,"7","20","2005","northeast"
"Sacred Heart",NA,"4","23","2005","northeast"
"Fairleigh Dickinson",NA,"20","12","2006","northeast"
"Central Connecticut State",NA,"18","11","2006","northeast"
"Monmouth",NA,"19","15","2006","northeast"
"Mount St. Mary's",NA,"13","17","2006","northeast"
"Robert Morris",NA,"15","14","2006","northeast"
"Long Island University",NA,"12","16","2006","northeast"
"Sacred Heart",NA,"11","17","2006","northeast"
"Quinnipiac",NA,"12","16","2006","northeast"
"St. Francis (NY)",NA,"10","17","2006","northeast"
"Wagner",NA,"13","14","2006","northeast"
"Saint Francis (PA)",NA,"4","24","2006","northeast"
"Central Connecticut State",NA,"22","12","2007","northeast"
"Sacred Heart",NA,"18","14","2007","northeast"
"Quinnipiac",NA,"14","15","2007","northeast"
"Robert Morris",NA,"17","11","2007","northeast"
"Mount St. Mary's",NA,"11","20","2007","northeast"
"Fairleigh Dickinson",NA,"14","16","2007","northeast"
"Wagner",NA,"11","19","2007","northeast"
"St. Francis (NY)",NA,"9","22","2007","northeast"
"Monmouth",NA,"12","18","2007","northeast"
"Long Island University",NA,"10","19","2007","northeast"
"Saint Francis (PA)",NA,"8","21","2007","northeast"
"Robert Morris",NA,"26","8","2008","northeast"
"Wagner",NA,"23","8","2008","northeast"
"Sacred Heart",NA,"18","14","2008","northeast"
"Mount St. Mary's",NA,"19","15","2008","northeast"
"Quinnipiac",NA,"15","15","2008","northeast"
"Central Connecticut State",NA,"14","16","2008","northeast"
"Long Island University",NA,"15","15","2008","northeast"
"Monmouth",NA,"7","24","2008","northeast"
"Fairleigh Dickinson",NA,"8","20","2008","northeast"
"St. Francis (NY)",NA,"7","22","2008","northeast"
"Saint Francis (PA)",NA,"6","23","2008","northeast"
"Robert Morris",NA,"24","11","2009","northeast"
"Mount St. Mary's",NA,"19","14","2009","northeast"
"Sacred Heart",NA,"17","14","2009","northeast"
"Long Island University",NA,"16","14","2009","northeast"
"Quinnipiac",NA,"15","16","2009","northeast"
"Central Connecticut State",NA,"13","17","2009","northeast"
"Wagner",NA,"16","14","2009","northeast"
